label4,realdata,WT1,WT2,WT3,KO1,KO2,KO3,realcv,cvKO,cvWT,Max CV,Min CV,1/Max CV,1/Min CV
MSTRG.1419.1,0.0075127,580.1366327,515.8829354,548.9476332,538.8004596,531.9774314,582.777666,0.058599487,0.058599487,0.050022683,0.058599487,0.050022683,17.06499586,19.99093106
MSTRG.1420.1,-0.18790209,252.7738186,273.226888,283.725743,211.7056673,219.163116,279.9749847,0.1580458,0.058317756,0.1580458,0.1580458,0.058317756,6.327279822,17.14743605
MSTRG.1421.2,0.04449433,33860.91772,35641.7788,33196.93993,36319.91913,33997.31632,35599.12144,0.036929743,0.036929743,0.033672528,0.036929743,0.033672528,27.0784446,29.69779966
MSTRG.1422.1,0.115253305,19.06163222,39.16888954,18.50385281,12.39717872,33.79166987,36.92715626,0.481843209,0.460285937,0.481843209,0.481843209,0.460285937,2.075363899,2.172562574
MSTRG.1428.1,0.087600509,11.60273265,17.19609785,23.64381192,7.629033057,21.2404782,26.85611364,0.53225535,0.344695964,0.53225535,0.53225535,0.344695964,1.878797459,2.901107367
MSTRG.143.1,-0.11895109,412.7257759,492.9548049,425.5886145,404.338752,433.4988506,388.0708421,0.097102236,0.097102236,0.056326095,0.097102236,0.056326095,10.29842406,17.75376043
MSTRG.1432.1,-0.103611791,348.0819796,302.8423898,305.3135713,285.1351105,321.5036019,283.3319989,0.079799435,0.079799435,0.072598176,0.079799435,0.072598176,12.5314171,13.7744507
MSTRG.1442.1,-0.083683501,111.8834935,64.9630363,144.946847,122.0645289,62.75595833,118.8383029,0.374695108,0.374695108,0.329476949,0.374695108,0.329476949,2.66883655,3.035113699
MSTRG.1449.1,-0.594088767,144.2053916,127.0600563,212.7943073,114.4354959,90.75477051,115.4812887,0.281163145,0.281163145,0.130823085,0.281163145,0.130823085,3.556653915,7.643910871
MSTRG.1451.1,-0.309291166,111.0547268,130.8814114,152.1427897,113.4818667,83.03096025,121.5239142,0.19152989,0.156427083,0.19152989,0.19152989,0.156427083,5.221117186,6.392754901
MSTRG.1457.1,-0.044797124,235.3697196,157.6308969,261.1099229,201.2157469,268.4024064,164.4936961,0.249293949,0.247082025,0.249293949,0.249293949,0.247082025,4.011328815,4.047238967
MSTRG.1461.1,0.095774003,14.91779913,22.92813046,18.50385281,24.79435743,19.30952564,16.11366818,0.218724637,0.21361938,0.218724637,0.218724637,0.21361938,4.57195866,4.681223219
MSTRG.1467.1,0.180712996,166.5820903,164.3182683,176.8145935,153.5342903,234.6107365,187.3213926,0.212306971,0.039341961,0.212306971,0.212306971,0.039341961,4.710160936,25.41815312
MSTRG.147.1,-0.580685859,62.98626298,32.48151815,50.3715993,12.39717872,50.20476666,34.91294773,0.58509433,0.31531011,0.58509433,0.58509433,0.31531011,1.709126117,3.171480924
MSTRG.1470.1,0.031504523,3067.265254,3299.740109,4308.313728,3505.54069,3552.952718,3852.509502,0.185398836,0.185398836,0.051728163,0.185398836,0.051728163,5.393777115,19.33182903
MSTRG.1477.1,-0.099482912,3280.258275,3366.613823,3353.309325,3173.677752,3035.457431,3124.708822,0.022525011,0.013948266,0.022525011,0.022525011,0.013948266,44.39509399,71.69349758
MSTRG.148.1,-1.8260302,9.945199418,23.88346923,47.28762384,13.35080785,4.82738141,4.699819887,0.697891022,0.697891022,0.650175013,0.697891022,0.650175013,1.432888472,1.538047418
MSTRG.1482.1,-0.256575782,42.26709753,76.42710153,82.2393458,60.07863532,61.79048205,46.32679603,0.322443339,0.322443339,0.151200769,0.322443339,0.151200769,3.101320076,6.613722996
MSTRG.1490.1,0.2848833,29.00683164,39.16888954,16.44786916,32.42339049,27.0333359,43.64118467,0.40348898,0.40348898,0.246541122,0.40348898,0.246541122,2.478382436,4.056118474
MSTRG.1498.1,0.426224644,20.71916546,18.15143661,27.75577921,23.8407283,41.51548013,24.17050228,0.338804018,0.223894797,0.338804018,0.338804018,0.223894797,2.951558855,4.466383386
MSTRG.15.1,0.134308982,1002.807608,999.2843525,972.4802641,871.6170267,1215.534639,1177.640583,0.173281573,0.016728026,0.173281573,0.173281573,0.016728026,5.770954074,59.77991614
MSTRG.1505.1,3.24392E-05,369.6299117,418.4383809,406.0567699,364.2863285,396.8107519,433.0548325,0.086423713,0.063742535,0.086423713,0.086423713,0.063742535,11.57089835,15.68811164
MSTRG.1509.1,0.012079324,755.0063892,643.8983304,761.7419405,719.0363656,666.1786346,793.5981581,0.091886937,0.091886937,0.088144917,0.091886937,0.088144917,10.88293973,11.34495373
MSTRG.1510.1,-0.087813812,312.4450151,263.6735003,291.9496776,268.9234153,295.4357423,252.4474682,0.084632693,0.084632693,0.079658471,0.084632693,0.079658471,11.81576486,12.55359264
MSTRG.1512.1,0.195026892,163.2670238,174.8269948,194.2904545,164.0242107,203.7154955,241.7050228,0.191207721,0.088349352,0.191207721,0.191207721,0.088349352,5.229914321,11.31870214
MSTRG.1519.1,0.250176103,75.41776226,83.11447292,108.9671332,60.07863532,126.4773929,131.5949568,0.376187392,0.197096672,0.376187392,0.376187392,0.197096672,2.65824964,5.073652389
MSTRG.1523.1,0.028928794,135.0889588,88.84650553,121.3030351,144.9516281,74.34167372,132.9377625,0.321770457,0.206301838,0.321770457,0.321770457,0.206301838,3.107805512,4.847266556
MSTRG.1527.1,0.025549416,56.35613004,41.07956707,46.25963201,44.82056921,53.10119551,48.34100455,0.162197687,0.162197687,0.085238755,0.162197687,0.085238755,6.165316022,11.73175272
MSTRG.1531.1,-0.035090957,261.8902514,246.4774024,227.1861928,254.6189783,218.1976397,245.062037,0.078914224,0.070918441,0.078914224,0.078914224,0.070918441,12.67198678,14.10070476
MSTRG.1554.1,-0.079813591,87.84926153,55.40964861,77.09938669,85.82662189,43.44643269,79.22553524,0.328099684,0.224966223,0.328099684,0.328099684,0.224966223,3.0478542,4.445111749
MSTRG.1556.1,-0.033334583,48.06846386,33.43685692,46.25963201,35.28427789,40.55000384,49.01240739,0.187301006,0.187301006,0.166423735,0.187301006,0.166423735,5.33899961,6.008758303
MSTRG.1559.1,-0.294085803,24.86299855,42.03490584,18.50385281,21.93347004,22.20595449,25.51330796,0.427597803,0.427597803,0.085832536,0.427597803,0.085832536,2.338646251,11.65059368
MSTRG.1563.1,0.041467804,286.7532499,286.6016308,272.417833,247.9435743,293.5047897,328.9873921,0.140020291,0.029203368,0.140020291,0.140020291,0.029203368,7.141822024,34.24262611
MSTRG.1565.1,-0.2479138,121.8286929,128.0153951,108.9671332,87.73388015,111.0297724,103.3960375,0.117913908,0.081244049,0.117913908,0.117913908,0.081244049,8.480763792,12.30859377
MSTRG.1567.1,-0.105513457,587.5955323,510.1509027,521.191854,432.947626,492.3929038,579.4206518,0.14686998,0.077626382,0.14686998,0.14686998,0.077626382,6.808743371,12.88221828
MSTRG.1570.1,-0.161273877,28.17806502,31.52617938,45.23164019,24.79435743,41.51548013,27.52751648,0.286762049,0.258323416,0.286762049,0.286762049,0.258323416,3.487211799,3.871116351
MSTRG.1573.1,-0.025178375,918.273413,834.9660843,913.8847302,872.5706559,948.0977089,800.3121865,0.084585273,0.052733187,0.084585273,0.084585273,0.052733187,11.82238897,18.96339013
MSTRG.158.1,-0.118370641,309.9587152,405.0636381,400.9168108,328.0484214,380.3976551,319.5877523,0.144501887,0.144501887,0.096122346,0.144501887,0.096122346,6.920324864,10.40340812
